molecular_weight,electronegativity,bond_lengths,num_hydrogen_bonds,logP,toxicity_score
382.6016115427961,2.002691671867969,3.6115339579743218,3,9.826661541896506,116.61387626688779
408.96145903673084,2.9362551071416374,3.4790410786326165,6,9.85888830426086,91.12002964501733
239.5475461201013,2.7141277292038275,2.6392242806366975,8,6.759616156840784,76.4934202060594
315.5802795871858,2.8559842924972068,2.8603419373734438,9,8.706740111945676,63.145275501118235
282.52147448972784,2.838769604373988,2.966400564289894,1,7.817298492614755,73.31314513822177
406.14070358884766,3.476682998842826,3.4402379378883694,0,10.422307341221343,94.83144049110173
290.6237107844851,2.6662707818033673,2.9934555509349448,2,7.678277646992077,88.0434582764506
295.5461802775041,2.300945396068695,2.8522353220321506,3,7.350962620428165,81.06388110089001
387.97590906533065,2.9218438595291905,3.359290308421989,9,9.837614732937979,92.27873729688093
303.0048024598258,3.380619908229617,2.9252096418253277,5,8.416937195873908,72.61889061496716
323.6161365035495,3.168076617157997,2.954524898377307,6,8.516360633666656,73.53067369080203
355.2228240942903,3.310062197613913,3.2376912354485654,8,8.63748191228788,76.80045862736311
399.3902350377149,2.8643510882919845,3.416014734315077,4,9.701267926949491,124.58536487764705
310.8425612418565,3.0346790797657586,3.1529404061323634,2,8.275272083252762,85.55763232107854
364.62804282627195,2.8602242691132176,3.059191797878816,2,9.618296754007243,106.28225118036386
300.98385974076587,3.151855859354386,2.93365218914413,8,7.931033099406569,67.0913649364183
356.8110407150749,2.655318771897497,3.0114745306963147,4,9.176283085736182,106.89923403093283
412.6496526241443,2.6438728607920514,3.5090169217260767,6,10.07525377473702,97.87482525659685
357.3205888787217,2.9955631984205593,3.106171368427609,1,9.369050024896001,87.10334065731847
342.19141673793894,3.9280162888069037,3.000941660392525,8,8.787736943863145,80.96671687252913
313.76088879705077,2.9856697685174147,3.1776487212722464,6,8.643297743106308,89.36650921110251
366.60144795980113,2.59911319242931,3.149492949636003,2,9.10583958253602,83.32209553953585
379.879897474727,2.5218824945603022,3.244570757724575,7,10.111110493537243,93.89224147016266
352.8850967996829,3.827162535265421,3.225110543319982,2,9.520674994475314,81.52314201392807
384.25343064159,3.473397466755971,3.196226379810978,6,9.311909642214415,64.03214586430295
388.03514133908067,3.075791928488432,3.4132521186020557,6,10.252437868414834,91.25653355007478
324.76128063407845,3.342222263608285,2.933601247734641,9,7.626348999223462,74.11906089020266
440.20389810602904,3.2212596625516836,3.5887485971705733,1,11.021606698174981,103.53404584279582
351.72468937608903,3.6676278103305324,3.101640154056569,8,9.386431178797773,74.10388072159938
308.48551580712535,3.1712744991242303,2.6433139819455542,3,8.160931472037014,76.25378453218462
263.1149395101605,2.8862461401573962,2.667690951949962,0,6.496122449732624,72.13001348786746
276.1481410139627,2.8929435636404826,2.6339881784945693,4,7.733314642972523,60.62739485844839
378.28810142815973,3.1405919601408807,3.3703461758783506,9,9.134278635067984,86.90800487856582
267.0320161421398,2.8573307463280515,2.7691652101675883,2,7.518398407603152,45.278981416572364
351.4706104555366,2.9690226157096027,3.1417632344840163,3,8.977528391133704,86.92671399994435
353.49252310676,2.851072378824831,3.103313924629369,5,9.137024702354598,95.83148416093059
327.51075154702414,3.1059101243911917,2.8839965454144103,5,8.610562927702334,63.975374530372505
360.91197530350973,3.028501499964357,3.314206799898637,5,9.346884456169366,81.24413617589211
326.39967126035833,2.947975882578552,2.9895747229619873,1,8.427847578280364,101.68772544549711
408.53270762734155,2.8417277152974947,3.462022529273462,8,10.059469852921,105.73308152465108
387.44718902312934,2.563134546912764,3.4067897208722244,7,9.386035357610254,97.38411144248292
367.76721662387456,3.4166898656235407,3.305884144843494,6,9.378934889572319,73.20685064821956
399.5249809392818,3.8344188198148457,3.4206319806155494,5,10.40756188349083,83.32682479287783
323.2289940071132,3.1422675794252917,3.1072812422530385,9,8.458967253208495,68.28158662014584
387.77773051541675,3.4549258169458916,3.188580622401102,9,9.85206395216714,87.74416586874912
313.9869873704723,3.0537185988991173,2.855055533336496,0,8.397735099227758,76.65408828684188
421.70279773549055,2.894936191873533,3.5176892371222896,5,11.056280755634802,117.13841846796387
294.67008054934246,2.7123562194203257,2.935321547343326,2,8.305864536731304,75.15404248261076
346.6671380662029,3.1170861928567413,2.9726779802571466,0,9.153806097139004,81.13523313760376
290.09875755567253,3.1519070544163585,3.013089679314569,5,7.834543062846408,77.06241316247159
351.1051027513731,2.88100711965046,3.1593493132528687,5,9.260381458914011,77.83785961148808
421.30359640688505,2.9214877394448253,3.4877850801937873,4,10.184310908188843,111.631059031334
346.42847863629197,3.0184010989013097,3.17257186867763,1,8.951371190149564,83.42504970898236
261.28482525320953,2.6738497486735513,2.734487766715061,0,7.005319032024776,33.31338427964116
264.5151088271926,3.461560293702299,2.5916935042240516,9,7.9329832841274115,57.24098141065065
313.89760326623616,2.0046690586348044,3.0502002759949116,6,8.20073910409772,82.4344887575029
393.5459974339215,2.886337960828481,3.3759295428109635,4,9.645382633649875,101.14810620650356
322.19493843125224,2.9625455245043315,2.8502187057193638,6,8.839116988315343,73.99897385906621
237.96408844449513,3.3029980597349944,2.5250662616589596,0,6.852227981958011,39.162443172421675
318.96269299397767,2.840040375147545,2.9669251255548126,3,8.339876769751863,98.65298651400855
403.975992525995,3.670557210883281,3.4617197847188432,0,10.355242795416231,88.85334917498855
411.8599713497571,3.6939746303347234,3.324712764401464,9,10.072107880841516,106.40883990355752
381.788250674917,3.3517668164549614,3.2872395483321477,7,10.1341427778627,99.42433913418718
581.1638894392833,3.180490127727403,4.305748587738751,6,14.148150811741747,163.36077304402204
374.80609419342204,3.3128520006125837,3.211595931995788,8,9.351298827213832,102.97476871557691
285.13620034400617,3.4872778847017023,2.821750272957268,7,7.964113196117298,63.395526085308624
348.0348037870401,3.1493394238845593,3.1998968407605393,3,8.324139606038225,75.02167523591054
367.1519234434943,3.1278098683131823,3.151901037372748,1,9.652802330172383,94.27025021281516
371.6837363305048,2.4922678013813204,3.3549584301116413,7,9.419598552946342,103.6407664063049
436.494117239474,2.5690495692060966,3.551622307351788,5,10.5927534678136,121.98726177200031
360.47466876991035,3.2289561244702703,3.26621253641039,7,8.89346870644611,84.42263503817136
298.32294792030416,2.785873314972936,3.035977939948402,2,8.021824349365195,76.28927761447348
354.29397423316357,3.4273517334776065,3.2952136846342315,5,8.764237781067589,88.1880115505417
273.2253819958579,3.2085119620055256,2.8124557629911,9,7.413861122960155,72.44879012058615
314.6381145833473,3.510786154435275,2.981722387173239,3,8.290941018204979,67.41682591150442
312.63802881076435,2.8847844504311695,3.1054271302236724,7,7.606893398329543,74.57080311712116
333.86667856671016,3.1779095231326377,3.12041260168631,1,8.735648861807404,84.1212765020927
361.8116741521474,2.9173554881215815,3.032150780271825,1,9.550362973826594,99.48565290311265
298.63497044546796,2.841508128759296,2.8868223947658045,5,7.998542573823272,69.38867717100777
314.5057166698502,3.1446644244988065,2.9542089214772123,7,8.287378634403744,63.27200836798211
426.2933056996495,2.966512816060315,3.5051217068900224,4,10.396380020177576,106.4374540800968
345.67939270517996,3.701973228658897,2.884515247698257,9,8.525183411387328,82.57532339049179
377.72620845579627,3.542177120442198,3.180048529390463,4,9.597039243207897,74.87774413386349
410.21197387352146,3.007360652313375,3.4376319531489767,6,10.552487513683985,102.74131550778813
369.44998114930655,3.448743142492188,3.19141973035193,5,9.206145962338347,91.86506265761398
372.26875240227855,2.5553679001945797,3.3634820915543324,9,9.675199131560978,111.26331242330843
315.7292606130322,3.6573512623218134,3.0120639447896504,8,8.265665123077515,74.87566662387117
347.7419178545091,3.4050549638576286,3.1754745185716873,3,8.794239901304005,77.65648142043601
413.21850779647036,2.8207101534799404,3.451008767825682,2,9.71518028687247,101.54841311116027
397.49976163777615,2.7642913392842776,3.3487888379414406,8,9.906768966039039,108.3463156594678
222.56625654141158,3.085029612252886,2.5472100708620466,4,7.098517594807882,35.86384271870856
407.3085392300743,2.497945851210642,3.353360475327327,9,10.656835267992058,115.14097025569656
310.2425744632492,2.6137340785907166,2.987961038863676,1,8.136906259610035,80.99204128562282
320.87818713025376,2.705878615727219,3.21436311456792,1,8.166959626627149,96.64134981630893
377.5508047537062,2.645900525550311,3.158142357343541,3,9.32536917339695,109.41938950190678
447.7169327342775,3.229497768401765,3.6254374041042206,3,10.879731316830487,110.47214784048904
418.95639957714053,3.090304609244702,3.520098521689501,5,10.305309245103826,110.77505433263893
318.21438777397765,2.21955925438455,2.945747097967587,4,8.286575111733342,88.43715925993905
278.22760255515976,2.7882671550206517,2.780815837482549,1,7.042637917469765,76.31586284140914
444.7743287438427,2.5295306653780876,3.7485608152726853,2,10.568366851644,125.41863612321968
356.85365891972236,4.297237187837894,3.2468190962817154,4,9.236667277565152,103.63378823824483
438.52137301697314,2.8636368490615682,3.654307460042535,6,10.229833329065457,105.34844624673055
288.7260309721572,3.4998019602824635,2.783232092263863,9,7.850642517891517,70.97753654917244
426.01466895119734,2.647572665335483,3.6187620837657164,2,11.022065095075257,107.88535268664096
250.70859968805382,3.1067273585181607,2.7606973136637576,0,6.893077454788477,40.67107375789476
335.2554161548433,2.675599654548462,2.967313777039978,2,8.386390264652803,81.96967970036759
370.25615972451214,2.263968902197699,3.164451525434924,3,9.337179526919785,83.67068891630433
376.8625136010389,3.0745664678976183,3.173683216764031,1,9.604221946259527,96.44777364945871
335.27671303982777,2.9613505319940443,3.0529815792884403,3,8.88396056329614,88.1226473675226
361.19654738938146,3.2193278510217995,3.272848217422698,9,9.037676668312294,77.89208846849709
365.5833501032889,2.2673271011175897,3.433571106999399,2,9.165012175529895,107.06643260161177
328.22968637362044,3.0730004122396855,2.900629447187745,3,8.369592953225371,72.33881886085744
280.4981186484474,2.167160518724405,2.7064859637142904,6,7.763887998998136,69.28093278381915
366.02301595215556,2.8468731241548126,3.2783217524943167,1,8.67491569864432,82.25766867415774
404.92412706212446,2.9773646044400417,3.3738066155458912,1,10.407567577452042,112.26219524495495
333.83558993332656,3.2089002544071112,3.066822734579209,6,8.934853845174455,77.12383707801844
336.59223288044893,2.687920348353015,2.861774973269294,8,8.434956216637877,86.64412206289491
254.9658305908566,3.2272412820514584,2.7291770908212922,5,6.867453311470049,54.44496978745932
310.88983353187047,3.8383374007236637,2.912712486298844,6,8.077985720076937,63.002325225578126
371.42092915790283,2.5171913408571136,3.1740602051338573,0,9.452967390722327,82.04768865992622
414.00048137534924,2.6800237973192265,3.54682312853992,9,10.149093860349014,131.29744624746135
432.1178934519409,3.4255763950243425,3.612014942861488,4,10.052450892226018,109.3637344353047
373.94816686112426,2.1469617495380655,3.129810216825427,3,9.733189840367611,115.24501615231306
294.384171705315,2.904755825475178,2.915594713699926,3,8.055181507862816,69.12936589931108
361.18725888616564,2.498030932799083,3.1105423524911635,7,9.057668705210915,89.02740681232213
324.7409311507842,2.4803134546216703,3.1161316697077037,1,8.413481542702913,94.78365787893244
486.2415714682637,2.5108419921777743,3.953564745583181,0,11.743335384319666,129.97515753178496
390.1803529298023,2.5435965960989044,3.3772504861821178,9,9.608199990458498,112.55794072651881
370.0674073992215,3.661446907396914,3.1616689447677615,3,9.739359689032705,83.01192691971849
406.2970283585599,2.4445829784675155,3.44986859342505,9,10.696297772897099,130.82535229745386
372.63802958269116,2.909009496018637,3.2139999031628355,5,9.234359709285084,98.98502970415926
318.14018269989094,2.426739274190115,2.936788643184557,1,8.490961962559325,84.63412863880642
275.133009082109,3.7764869745854996,2.8949157966583425,9,7.078545832570687,47.69950588672076
333.1339824268427,3.0113830324732636,3.0734179639861,1,8.983724720031782,90.19628768358707
295.7410024937355,2.5794760353442623,2.765616168936086,9,7.578934819888007,77.02510376703692
405.87680714697194,2.6572911624692828,3.3474582497627097,9,9.916049132558024,109.86243770122307
397.4619168225828,2.806575406461385,3.6285711262742053,0,10.28089611633905,112.75642294460508
395.53815322959605,3.712719563508424,3.404278589113185,6,10.28508568639404,88.26883345131023
356.65535538259195,2.8445916899267965,3.201661731388329,6,9.264004208554049,93.74936221703092
347.85043765340293,3.0809315185691206,3.1481179473631586,4,8.980055320386136,99.76682930972585
261.2886805779543,3.285843916254647,2.624201409651551,5,7.17398542157684,53.786133547326166
310.8002460455773,2.7067375211560014,2.8209698676539876,0,7.985012951593953,86.7399882899372
247.38989644060246,3.681269043967215,2.5863748117768184,7,6.869933925536873,56.221637198108
389.7278404712628,3.012012591665633,3.2808827371227487,4,9.748815858511094,97.59654842336073
420.1577354267404,2.236799145150677,3.5223283276793307,8,10.370271767357059,129.32452881884996
344.28226805678287,2.4003936158166397,3.1899621141629346,1,8.345328040889836,100.56955703263107
338.78770135031846,2.6024549300660587,3.082261915172068,2,8.630835711501337,80.21026287875306
277.9822155766534,2.9308793050414144,2.9516323353801295,6,7.364861048013266,51.01464611138232
487.933887417155,2.982042787950985,3.834779718738364,4,11.691220953800677,134.76419102988157
385.70942152621484,2.6383726841056,3.4064407579822857,0,9.873096256831317,124.04550417395541
